id,context,question,correct_answer,is_hallucinated
bengali-6156708266298526050-0,"বেঞ্জামিন ""বিবি"" নেতানিয়াহু (Hebrew:בנימין ""ביבי"" נתניהו; জন্ম ২১ অক্টোবর ১৯৪৯) হলেন ইসরাইলের বর্তমান প্রধানমন্ত্রী। তিনি এছাড়াও বর্তমানে নেসেটের সদস্য হিসেবে এবং একটি লিকুড পার্টির সভাপতি হিসেবে কাজ নিয়োজিত রয়েছেন।",ইসরাইলের বর্তমান প্রধানমন্ত্রী কে ?,"বেঞ্জামিন ""বিবি"" নেতানিয়াহু",no
bengali-7986941057446833378-14,"১৯৯৫ সালে সিলেটকে বাংলাদেশের ৬ষ্ঠ বিভাগ হিসাবে ঘোষণা করা হয়। এর আগে সিলেট বিভাগের ৪টি জেলা চট্টগ্রাম বিভাগের অন্তর্গত ছিল। সিলেট বিভাগে ৪টি জেলা (সিলেট, হবিগঞ্জ, সুনামগঞ্জ ও মৌলভীবাজার) রয়েছে। এই বিভাগে মোট উপজেলা বা থানার সংখ্যা হলো ৩৮টি। তদুপরি এখানে রয়েছে ৩৪৫টি ইউনিয়ন পরিষদ, ১০,২২৪টি গ্রাম এবং ১৮টি পৌরসভা।[3]",বাংলাদেশের সিলেট বিভাগের অন্তর্গত মোট কয়টি গ্রাম আছে ?,"১০,২২৪টি",no
bengali--3105248290731556832-1,"মুহাম্মদ আলি উসমানীয় রুমেলি এয়ালেতের (বর্তমান গ্রীস) কাভালা শহরে এক আলবেনীয় পরিবারে জন্মগ্রহণ করেন।[3][4][5][6] তার সাক্ষাৎকার নেয়া অনেক ফরাসি, ইংরেজ ও অন্যান্য পশ্চিমা সাংবাদিক এবং তার চেনাপরিচিত লোকজনদের মতে তুর্কি ভাষায় কথা বলতে পারলেও তিনি শুধু আলবেনীয় ভাষায় স্বতঃস্ফূর্তভাবে কথা বলতে পারতেন।[7][8] একটি মতানুযায়ী তার পূর্বপুরুষরা তুর্কি ছিলেন এবং তারা দক্ষিণ-পূর্ব আনাতোলিয়া থেকে অভিবাসী হয়েছিলেন।[9] তবে তার বংশধররা এই মত মানেন না। অন্যান্য ইতিহাসবিদদের মতে তার পরিবার জাতিগতভাবে আলবেনীয় এবং আলবেনিয়া তাদের আদি বাসস্থান।[3][4][5][6][10][11][12][13] তার বাবা ইবরাহিম আগা ও মা জয়নব। মুহাম্মদ আলির অল্প বয়সে তার বাবা মারা যাওয়ার পর তার চাচার কাছে তিনি প্রতিপালিত হন। মুহাম্মদ আলির কঠোর পরিশ্রমের পুরস্কার হিসেবে তার চাচা তাকে কাভালা শহরে কর সংগ্রহের জন্য বুলাকবাশি পদ প্রদান করেছিলেন।",মুহাম্মদ আলি পাশা আল-মাসউদ ইবনে আগার জন্ম কোথায় হয় ?,উসমানীয় রুমেলি এয়ালেতের (বর্তমান গ্রীস) কাভালা শহরে এক আলবেনীয় পরিবারে,no
bengali-4053447918705035470-0,"কুমিল্লা ভিক্টোরিয়া কলেজ কুমিল্লা জেলায় অবস্থিত। এটি কুমিল্লার সবচেয়ে পুরাতন এবং বিখ্যাত কলেজ। কুমিল্লা ভিক্টোরিয়া কলেজ ১৮৯৯ সালে প্রতিষ্ঠিত হয়। রায় বাহাদুর আনন্দ চন্দ্র রায় রানী ভিক্টোরিয়ার নামে এটি প্রতিষ্ঠা করেন। তিনি ঠিকাদারি পেশার সাথে যুক্ত ছিলেন এবং শিক্ষা-অনুরাগী ছিলেন। কুমিল্লা ভিক্টোরিয়া কলেজ প্রতিষ্ঠা করার জন্য বিপুল পরিমাণ অর্থ ব্যয় করেছেন। এই কলেজ এভাবে পরিপূর্ণ বাস্তবে রূপ নেয়। কলেজটি প্রতিষ্ঠার পর ব্রিটিশ সরকার তাকে ""রায় বাহাদুর"" উপাধি প্রদান করে। তার স্মতি রক্ষার্তে ভিক্টোরিয়া কলেজের ইন্টারমেডিয়েট শাখায় প্রধান ফটকে একটি সাদা রঙের ভাস্কর্য তৈরি করা হয়েছে। বিজ্ঞানী সত্যেন্দ্রনাথ বসু ছিলেন এই কলেজের প্রথম অধ্যক্ষ যিনি ১৯৪৭ সাল পর্যন্ত কর্মরত ছিলেন। এই কলেজ বাংলাদেশ জাতীয় বিশ্ববিদ্যালয় এর অধিভুক্ত।",কুমিল্লা ভিক্টোরিয়া কলেজ কোন বিশ্ববিদ্যালয়ের অন্তর্গত ?,বাংলাদেশ জাতীয় বিশ্ববিদ্যালয়,no
bengali-2328852214900281949-0,"জাতিসংঘ (অপর নাম: রাষ্ট্রসঙ্ঘ) বিশ্বের জাতিসমূহের একটি সংগঠন, যার লক্ষ্য হলো আন্তর্জাতিক অঙ্গনে আইন, নিরাপত্তা, অর্থনৈতিক উন্নয়ন, সামাজিক অগ্রগতি এবং মানবাধিকার বিষয়ে পারষ্পরিক সহযোগিতার পরিবেশ সৃষ্টি করা। ১৯৪৫ সালে ৫১টি রাষ্ট্র জাতিসংঘ বা রাষ্ট্রসঙ্ঘ সনদ স্বাক্ষর করার মাধ্যমে জাতিসংঘ বা রাষ্ট্রসঙ্ঘ প্রতিষ্ঠিত হয়। এটি ১৯১৯ সালে প্রতিষ্ঠিত এবং পরবর্তীতে লুপ্ত লীগ অব নেশন্সের স্থলাভিষিক্ত হয়।",ইউনেস্কো জাতিসংঘ কবে গঠিত হয় ?,১৯১৯ সালে,yes
bengali-5582972525607768981-12,"জাফর ইকবাল বিশ্ববিদ্যালয় জীবন থেকেই লেখালেখি করেন। তার প্রথম বৈজ্ঞানিক কল্পকাহিনীমূলক গল্প কপোট্রনিক ভালোবাসা সাপ্তাহিক বিচিত্রায় প্রকাশিত হয়েছিল। গল্পটি পড়ে একজন পাঠক দাবি করেন সেটি বিদেশি গল্প থেকে চুরি করা। এর উত্তর হিসেবে তিনি একই ধরণের বেশ কয়েকটি বিচিত্রার পরপর কয়েকটি সংখ্যায় লিখে পাঠান। তার মার্কিন যুক্তরাষ্ট্রে অবস্থানকালে এই গল্পগুলো নিয়ে কপোট্রনিক সুখ-দুঃখ নামে একটি বই প্রকাশিত হয়। এই বইটি পড়ে শহীদ-জননী জাহানারা ইমাম খুবই প্রশংসা করেন এবং এই ঘটনায় তিনি এ ধরণের আরও বই লিখতে উৎসাহিত হন। তার প্রথম দিকের বিজ্ঞান কল্পকাহিনীগুলো পাঠকমহলে সমাদৃত হয়। সুদূর আমেরিকাতে বসে তিনি বেশ কয়েকটি বৈজ্ঞানিক কল্পকাহিনী রচনা করেন। দেশে ফিরে এসেও তিনি নিয়মিত বিজ্ঞান-কল্পকাহিনী লিখে যাচ্ছেন, প্রতি বইমেলাতে তার নতুন সায়েন্স ফিকশান কেনার জন্যে পাঠকেরা ভীড় জমায়।",মুহম্মদ জাফর ইকবাল রচিত প্রথম বৈজ্ঞানিক কল্পকাহিনী গ্রন্থটি কবে প্রকাশিত হয় ?,কপোট্রনিক ভালোবাসা,yes
bengali-6842067104920478592-1,"ঢাকা বিশ্ববিদ্যালয়ের শিক্ষকবৃন্দ সবচেয়ে বেশিসংখ্যক বাংলাদেশ বিজ্ঞান একাডেমি পদক লাভ করেছেন।[5][6] এছাড়াও, এটি বাংলাদেশের একমাত্র বিশ্ববিদ্যালয় হিসেবে এশিয়াউইকের পক্ষ থেকে শীর্ষ ১০০ বিশ্ববিদ্যালয়ে জায়গা করে নেয়।[7] এটি এশিয়ার সেরা ১০০টি বিশ্ববিদ্যালয়ের মধ্যে ৬৪তম।[8] এখানে প্রায় ৩৮,০০০ ছাত্র-ছাত্রী এবং ১,৮০৫ জন শিক্ষক রয়েছে৷[1][2]",ঢাকা বিশ্ববিদ্যালয়ের বর্তমান (২০১৯) ছাত্রছাত্রীর সংখ্যা কত ?,"প্রায় ৩৮,০০০",no
bengali-1239158793173466909-0,"উমাইয়া খিলাফত (Arabic: الخلافة الأموية‎, trans. Al-Ḫilāfa al-ʾumawiyya) ইসলামের প্রধান চারটি খিলাফতের মধ্যে দ্বিতীয় খিলাফত। এটি উমাইয়া রাজবংশকে কেন্দ্র করে গড়ে উঠে। ইসলামের তৃতীয় খলিফা উসমান ইবন আফ্‌ফানের খিলাফত লাভের মাধ্যমে উমাইয়া পরিবার প্রথম ক্ষমতায় আসে। তবে উমাইয়া বংশের শাসন মুয়াবিয়া ইবনে আবু সুফিয়ান কর্তৃক সূচিত হয়। তিনি দীর্ঘদিন সিরিয়ার গভর্নর ছিলেন। ফলে সিরিয়া উমাইয়াদের ক্ষমতার ভিত্তি হয়ে উঠে এবং দামেস্ক তাদের রাজধানী হয়। উমাইয়ারা মুসলিমদের বিজয় অভিযান অব্যাহত রাখে। ককেসাস, ট্রান্সঅক্সানিয়া, সিন্ধু, মাগরেব ও ইবেরিয়ান উপদ্বীপ (আন্দালুস) জয় করে মুসলিম বিশ্বের আওতাধীন করা হয়। সীমার সর্বোচ্চে পৌছালে উমাইয়া খিলাফত মোট ৫.৭৯ মিলিয়ন বর্গ মাইল (১,৫০,০০,০০০ বর্গ কিমি.) অঞ্চল অধিকার করে রাখে। তখন পর্যন্ত বিশ্বের দেখা সাম্রাজ্যগুলোর মধ্যে এটি সর্ববৃহৎ ছিল। অস্তিত্বের সময়কালের দিক থেকে এটি ছিল পঞ্চম।[5]",দামেস্কের মোট আয়তন কত ছিল ?,৫.৭৯ মিলিয়ন বর্গ মাইল,yes
bengali--6195324398856256377-1,"পরিণত অবস্থায়, মানবদেহের কোষের সংখ্যা থাকে গড়ে প্রায় ৩৭.২ ট্রিলিয়ন।  এই সংখ্যাটিকে মানবদেহের অন্যতম উপাত্ত হিসেবে উল্লেখ করা হয় এবং পরবর্তী ধাপের অন্যান্য হিসেবনিকেশের সূচনা হিসেবে ব্যবহৃত হয়। দেহের সকল অঙ্গের এবং সকল প্রকারের কোষের সংখ্যাকে যোগ করে এই সংখ্যাটি নির্ণয় করা হয়েছে।[2] মানব বেশ কিছু নির্দিষ্ট রাসায়নিক পদার্থের সমন্বয়ে গঠিত যাদের মধ্যে অন্যতম হল কার্বন, ক্যালসিয়াম এবং ফসফরাস।",মানব দেহে কোষের সংখ্যা কত ?,প্রায় ৩৭.২ ট্রিলিয়ন,no
bengali-3279821707062003108-0,"কুদানকুলাম পরমাণবিক বিদ্যুৎ কেন্দ্র ভারতের তামিলনাড়ু রাজ্যের দক্ষিনে সমুদ্রতীরে গড়ে উঠেছে। বিদ্যুৎ কেন্দ্রটি ভারত সরকার রাশিয়ার সহযোগিতায় গড়ে তুলেছে। ২০০২ এর ৩১শে মার্চ পরমাণবিক বিদ্যুৎ কেন্দ্রটির নির্মাণ কাজ শুরু হয়।[3] কিন্তু স্থানীয় জেলেদের বিরোধের কারণে নির্মাণ কাজ বিলম্বের সম্মুখীন হয়েছিল।[4][5] কেকেএনপিপি-এর ৬,০০০ মেগাওয়াট বিদ্যুৎ উৎপাদন ক্ষমতা সহ, রাশিয়ান স্টেট কোম্পানী এবং ভারতীয় পারমাণবিক শক্তি নিগম (এনপিসিআইএল)-এর সহযোগিতায় ৬ টি ভিভিইআর-১০০০ চুল্লি স্থাপনের পরিকল্পনা করা হয়েছিল। [6]",ভারতের তামিলনাড়ু রাজ্যের কুদানকুলাম পরমাণবিক বিদ্যুৎ কেন্দ্রটির নির্মাণ কাজ কোন সাল থেকে শুরু হয়েছিল ?,২০০২,no
bengali-755752664402057654-0,"আমির মিনাই (Urdu: امیر مینا ئی‎; জন্ম: ১৯২৮ - মৃত্যু: ১৯ অক্টোবর, ১৯০০) বিখ্যাত উর্দু কবি ছিলেন। ১৮২৮ সালে লখনৌতে জন্মগ্রহণ করেন এবং ১৯০০ সালে হায়দরাবাদে মৃত্যুবরণ করেন। তাঁর পুরো নাম আমির আহমদ মিনাই। তিনি আমির ছদ্মনামে লেখালেখি করতেন। তিনি একটি কবিতায় নামের এ দ্বৈত ব্যবহারের কথা উল্লেখ করেছেন:  نام كا نام، تخلص كا تخلص ہے امير  ايک يہ وصف خداداد مرے نام ميں ہے",আমির আহমদ মিনাইয়ের ছদ্মনাম কি ছিল ?,আমির,yes
bengali-4859646454557992829-7,"মালয়ালম একটি সিলেবলভিত্তিক লিপিতে লেখা হয়, যাতে প্রতিটি ব্যঞ্জনবর্ণের সাথে একটি স্বরবর্ণ অন্তর্নিহিত থাকে। ব্রাহ্মী লিপি থেকে বিবর্তিত হয়ে ১৩শ শতকে লিপিটির উদ্ভব হয়। ১৯৭০-৮০-র দশকে ছাপার সুবিধার্থে লিপিটির একটি সহজ সংস্করণ প্রবর্তন করা হয়। মালয়ালম লিপির অক্ষরগুলির সাথে তামিল লিপির অনেক মিল আছে।",মালয়ালম ভাষা সর্বপ্রথম কোন লিপিতে লেখা হয়েছিল ?,মালয়ালম লিপি,yes
bengali--3103999780934898975-0,"শামসুর রাহমান (জন্ম: ২৩ অক্টোবর, ১৯২৯, মাহুতটুলি, ঢাকা - মৃত্যু: ১৭ আগস্ট, ২০০৬) বাংলাদেশ ও আধুনিক বাংলা সাহিত্যের অন্যতম প্রধান কবি। বিংশ শতাব্দীর দ্বিতীয়ভাগে দুই বাংলায় তাঁর শ্রেষ্ঠত্ব ও জনপ্রিয়তা প্রতিষ্ঠিত। তিনি একজন নাগরিক কবি ছিলেন। বাংলাদেশের স্বাধীনতা সংগ্রামের ওপর লিখিত তাঁর দুটি কবিতা খুবই জনপ্রিয়। তিনি মজলুম আদিব (বিপন্ন লেখক) ছদ্মনামে লিখতেন।",কবি শামসুর রাহমান কবে জন্মগ্রহণ করেন ?,"২৩ অক্টোবর, ১৯২৯",no
bengali-8769029284744257202-1,"বাংলাদেশ ব্যাংক অধ্যাদেশ ১৯৭২ অনুযায়ী ন্যাশনাল ব্যাংক অব পাকিস্তান, প্রিমিয়ার ব্যাংক এবং ব্যাংক অব বাহাওয়ালপুরকে অধিগ্রহণ করে সোনালী ব্যাংক প্রতিষ্ঠিত হয়। ২০০৭ সালের ৩ জুন তারিখে এটি পাবলিক লিমিটেড কোম্পানী হিসাবে নিবন্ধিত হয়। যেসব স্থানে বাংলাদেশ ব্যাংকের কোনো শাখা নেই সেসব স্থানে সোনালী ব্যাংক বাংলাদেশের সরকারি কোষাগারের দায়িত্ব পালন করে থাকে। ব্যাংকটি স্ট্যাম্প শুল্ক, খাজনা এবং নিবন্ধীকরণ ফি আদায় করে থাকে, বিশেষ সঞ্চয়ী হিসাব পরিচালনা করে, সরকারী কর্মচারীদের পেনসন এবং শিক্ষা প্রতিষ্ঠানসমুহের শিক্ষকদের বেতন পরিশোধ করে থাকে।",সোনালী ব্যাংক লিমিটেড কবে প্রতিষ্ঠিত হয় ?,১৯৭২,no
bengali--3947167920835567776-1,"আলাউদ্দিন খিলজি ছিলেন খিলজি বংশের প্রতিষ্ঠাতা জালালুদ্দিন খিলজির ভাতিজা এবং জামাতা। বীরভূমদেরকে পরাজিত করে জালালুদ্দিন খিলজি যখন দিল্লি দখল করে নেন। তখন আলাউদ্দিন খিলজিকে আমির-ই-তুজুখ বা উদযাপন মন্ত্রী পদ দেওয়া হয়। ১২৯১ সালে জালালুদ্দিন খিলজি তার ভাতিজা আলাউদ্দিন খিলজির হাতে কারা্(কানপুরের নিকটবর্তী এক এলাকা)নামক অঞ্চলের শাসনভার তুলে দেন। ১২৯৬ সালে আলাউদ্দিন খিলজি বসিলা অবরোধ করে জালালুদ্দিন খিলজির কাছে থেকে আবাধ(উত্তর-প্রদেশ) দখল করে সেটা শাসন করা শুরু করেন। ১২৯৬ সালে দেভাগিরি অবরোধ করেন এবং জালালুদ্দিনের বিপুল পরিমানের সম্পদ দখল করে নেন।জালালুদ্দিন খিলজিকে হত্যা করে, তিনি দিল্লিতে নিজের শাসন প্রতিষ্ঠা করেন এবং পরবর্তীতে জালালুদ্দিনের ছেলের কাছ থেকে মুলতান দখল করে নেন।",খিলজি বংশের প্রতিষ্ঠা কবে হয় ?,জালালুদ্দিন খিলজি,no
bengali-6586599799286381487-5,"কড়া ভাজার এই রন্ধনপ্রণালী এমন একটি প্রক্রিয়া যাতে ৩৫০ডিগ্রি ফা. (১৭৭ ডিগ্রি সে.) থেকে ৩৭৫ ডিগ্রি ফা. (১৯১ ডিগ্রি সে.) তাপমাত্রার গরম তেলে খাদ্য সম্পূর্ণরূপে ডুবিয়ে রান্না করা হয়। এই প্রক্রিয়ায় রান্না করা সব খাবারের একটি সাধারণ বৈশিষ্ট্য হচ্ছে এদের গায়ে বিভিন্ন রকম পিটালির, যেমন- ময়দা, ভুট্টার ময়দা অথবা বিস্কুট এবং শুকনো পাউরুটির গুঁড়া ইত্যাদির বেশ কয়েক পরত আবরণ থাকে। খাদ্য তেলে ডোবানোর পর থেকে খাদ্যের জলীয় অংশ বিলুপ্ত হতে থাকে, এবং এতে ম্যালিয়ার্ড বিক্রিয়া শুরু হয়ে যায়। ফলে চিনি ও প্রোটিন ভেঙ্গে যায় এবং খাবারের বহিঃত্বক সোনালি বাদামি হতে শুরু করে। যখন বহিঃত্বক সম্পূর্ণরূপে পানিশুন্য হয়ে যায় তখন তা মচমচে হয়ে যায় যা খাদ্যকে পুনরায় পানি শোষণ থেকে বিরত রাখে। উচ্চ তাপমাত্রা প্রোটিনকে ডিন্যাচার করে, স্টার্চের ক্ষেত্রে স্টার্চ জেলাটিনাইজেশন ঘটায় এবং খাদ্যের আঁশকে নরম করে।",কড়া ভাজার রন্ধনপ্রণালী সর্বোচ্চ কত তাপমাত্রার গরম তেলে রান্না করা হয় ?,৩৫০ডিগ্রি ফা,yes
bengali--7064958051407671671-1,ঐতিহ্যবাহী  স্যার আশুতোষ কলেজের প্রতিষ্ঠাতা রেবতী  রমণ দত্ত পিতা রসিক চন্দ্র দত্তের জ্যেষ্ঠপুত্র ছিলেন ।১৮৮৫ খৃষ্টাব্দের ২২ জুলাই বোয়ালখালী উপজেলার  অন্তর্গত  কানুনগোপাড়া গ্রামে তিনি জন্মগ্রহণ করেন । মধ্যবিত্ত পরিবারের সন্তান ছিলেন তিনি। পিতার আয় খুব বেশি ছিল না । পিতার আয় এবং সামান্য ভূ স¤পত্তির উপর নির্ভর করে পরিবারের ব্যয়  নির্বাহ হতো ।,স্যার আশুতোষ সরকারি কলেজ কে প্রতিষ্ঠা করেন ?,রেবতী  রমণ দত্ত,no
bengali-1248666133988820778-1,"সালাউদ্দিন কাদের চৌধুরী চট্টগ্রামের রাউজানে ১৩ মার্চ, ১৯৪৯ সালে জন্মগ্রহন করেন। তার পিতার নাম ফজলুল কাদের চৌধুরী যিনি বাংলাদেশের স্বাধীনতার পূর্ববর্তী সময়ে পাকিস্তানের জাতীয় সংসদের একজন স্পিকার ছিলেন এবং কয়েক দফায় পাকিস্তানের ভারপ্রাপ্ত রাষ্ট্রপতির দায়িত্ব পালন করেন। তার দুই ভাই গিয়াসউদ্দিন কাদের চৌধুরী এবং সাইফুদ্দিন কাদের চৌধুরী।",বাংলাদেশী রাজনীতিবিদ সালাউদ্দিন কাদের চৌধুরীর বাবার নাম কী ?,ফজলুল কাদের চৌধুরী,no
bengali--4492623987829475638-63,"বুরসা, এডির্ন ও ইস্তানবুল ধারাবাহিকভাবে উসমানীয় সাম্রাজ্যের রাজধানী হয়। এসকল শহরের উন্নয়নের জন্য সরকার উদ্যোগ নেয়। এগুলোকে শিল্প ও বাণিজ্যের কেন্দ্র হিসেবে গড়ে তোলা হয়েছিল।[108] সুলতান দ্বিতীয় মুহাম্মদ ও তার উত্তরসুরি বায়েজিদ ইউরোপের বিভিন্ন স্থান থেকে ইহুদিদের অভিবাসী হিসেবে উৎসাহ দেন ও স্বাগত জানান। তারা ইস্তানবুল ও সেলোনিকার মত অন্যান্য বন্দরনগরীগুলোতে বসতি স্থাপন করে। ইউরোপের বিভিন্ন স্থানে ইহুদিরা খ্রিষ্টানদের হাতে নির্যাতিত ছিল। তুর্কিদের সহনশীলতা ইহুদি অভিবাসীদের উৎসাহ যোগায়।",উসমানীয় সাম্রাজ্যের রাজধানী কোথায় ছিল ?,"বুরসা, এডির্ন ও ইস্তানবুল",no
bengali-7543311486159630117-0,"ভগিনী নিবেদিতা  (ইংরেজি: Sister Nivedita) (Bengali pronunciation:[sister niːbediːt̪aː] ) (জন্ম মার্গারেট এলিজাবেথ নোবেল' (ইংরেজি: Margaret Elizabeth Noble)[1]; ২৮ অক্টোবর, ১৮৬৭ – ১৩ অক্টোবর, ১৯১১)[2][3] ছিলেন একজন অ্যাংলো-আইরিশ বংশোদ্ভুত সমাজকর্মী, লেখিকা, শিক্ষিকা এবং স্বামী বিবেকানন্দের শিষ্যা।[4][5] ১৮৯৫ সালে লন্ডন শহরে তিনি স্বামী বিবেকানন্দের সাক্ষাৎ পান এবং ১৮৯৮ সালে ভারতে চলে আসেন। একই বছর ২৫ মার্চ তিনি ব্রহ্মচর্য গ্রহণ করলে স্বামী বিবেকানন্দ তাঁর নামকরণ করেন ""নিবেদিতা""।",অ্যাংলো-আইরিশ বংশোদ্ভুত ভগিনী নিবেদিতার জন্ম কবে হয় ?,"২৮ অক্টোবর, ১৮৬৭",no
bengali-4382517028408617271-9,"সামবেদ (সংস্কৃত: सामवेद) (সামন্‌ বা গান ও বেদ বা জ্ঞান থেকে) হল সংগীত ও মন্ত্রের বেদ।[24] সামবেদ হিন্দুধর্মের সর্বপ্রধান ধর্মগ্রন্থ বেদের দ্বিতীয় ভাগ। এটি বৈদিক সংস্কৃত ভাষায় রচিত। সামবেদে ১,৮৭৫টি মন্ত্র রয়েছে।[25] এই শ্লোকগুলি মূলত বেদের প্রথম ভাগ ঋগ্বেদ থেকে গৃহীত।[26] এটি একটি প্রার্থনামূলক ধর্মগ্রন্থ। বর্তমানে সামবেদের তিনটি শাখার অস্তিত্ব রয়েছে। এই বেদের একাধিক পাণ্ডুলিপি ভারতের বিভিন্ন অঞ্চল থেকে আবিষ্কৃত হয়েছে।[27][28]",সামবেদে মোট কয়টি শাখা আছে ?,তিনটি,no
bengali--1932068319736885550-1,"মডেলিংয়ে সীমিত ভূমিকা রাখার পর, রাঘবেন্দ্র রাও পরিচালিত ২০১০ সালের ঝুম্মান্ডি নাডাম তেলুগু চলচ্চিত্রের মাধ্যমে চলচ্চিত্রে তার অভিষেক ঘটান তাপসী। এরপর তিনি কয়েকটি চলচ্চিত্রে কাজ করেন যেমন, আদুকালাম, ভাস্তাধু না রাজু এবং মি. পারফেক্ট। তার তামিল আদুকালাম চলচ্চিত্র ৫৮তম জাতীয় চলচ্চিত্র পুরস্কার অনুষ্ঠানে ছয়টি জাতীয় চলচ্চিত্র পুরস্কার জিতে নেয়। তিনি এছাড়াও একটি মালয়ালম চলচ্চিত্রে কাজ করেছেন এবং তিনটি তেলুগু এবং হিন্দি চলচ্চিত্রে কাজ করতে চুক্তিবদ্ধ হন। আরম্ভাম (২০১৩) তামিল চলচ্চিত্রে অবদানের জন্য তিনি ২০১৪ এডিসন পুরস্কার অনুষ্ঠানে সর্বাধিক অত্যুৎসাহী সঞ্চালক-নারী পুরস্কার জেতেন। ২০১৫ সালে, তিনি সামালোচকীয় এবং বাণিজ্যিকভাবে সফল বেবি চলচ্চিত্রে কাজ শুরু করেন। ২০১৬ সালে, তিনি পিংক চলচ্চিত্রে একটি প্রধান ভূমিকায় অভিনয় করেন। ২০১৭ সালে, প্রধান ভূমিকায় অভিনয় করেন নাম শাবানা চলচ্চিত্রে যা ২০১৫ সালের বেবি চলচ্চিত্রের প্রিকুএল। ২০১৭ সালে তিনি দ্য গাজি অ্যাটাক যুদ্ধ চলচ্চিত্র এবং জুড়ওয়া ২ কমেডি চলচ্চিত্রে কাজ করেন।",ভারতীয় মডেল এবং অভিনেত্রী তাপসী পান্নুর প্রথম কোন পরিচালকের চলচ্চিত্রে অভিনয় করেন ?,রাঘবেন্দ্র রাও,no
bengali-1496668376968261146-4,"গ্রহের খনিজ সম্পদ ও জৈব সম্পদ উভয়ই মানবজাতির জীবনধারণের জন্য অপরিহার্য। এই গ্রহের অধিবাসীরা প্রায় ২০০টি স্বাধীন সার্বভৌম রাষ্ট্রে সমগ্র গ্রহটিকে বিভক্ত করে বসবাস করছে। এই সকল রাষ্ট্রের মধ্যে পারস্পরিক কূটনৈতিক, পর্যটন, বাণিজ্যিক ও সামরিক সম্পর্ক বিদ্যমান। মানব সংস্কৃতি গ্রহ সম্পর্কে বিভিন্ন ধারণার জন্মদাতা। এই সব ধারণার মধ্যে রয়েছে পৃথিবীকে দেবতা রূপে কল্পনা, সমতল বিশ্ব কল্পনা এবং পৃথিবীকে মহাবিশ্বের কেন্দ্ররূপে কল্পনা। এছাড়া একটি সুসংহত পরিবেশ রূপে বিশ্বকে কল্পনা করার আধুনিক প্রবণতাও লক্ষিত হয়। এই ধারণাটি বর্তমানে প্রাধান্য অর্জন করেছে।",পৃথিবীতে বর্তমানে মোট কয়টি দেশ রয়েছে ?,২০০,no
bengali--1809383448694708090-4,"১৯০ বর্গ কিলোমিটার এলাকা জুড়ে আলেপ্পো শহর অবস্থিত। বর্তমানে এটি মধ্য এশিয়ার অন্যতম ক্রমবর্ধমান শহর। ২০০১ সালে গৃহীত নতুন পরিকল্পনা অণুযায়ী, আলেপ্পোকে ৪২০ বর্গ কিমি এলাকা জুড়ে বিস্তৃত করা হবে। এই কাজ ২০১৫ সাল নাগাদ শেষ হবে। আলেপ্পোর জলবায়ু প্রধানত উষ্ণ। ভূমধ্যসাগরের তীড় ঘেষে অবস্থিত আলাভিত ও আমানুস পর্বত আলেপ্পোকে ভূমধ্যসাগরীয় জলবায়ু হতে প্রতিহত করে। আলেপ্পোর গড় তাপমাত্রা ১৮ থেকে ২০ ডিগ্রী সেলসিয়াস। গড় বৃষ্টিপাত ৩৯৫ মিমি। ৮০ শতাংশ বৃষ্টিপাত অক্টোবর থেকে মার্চ মাসের মধ্যে হয়ে থাকে। তুষারপাত খুব কম হয়। গড় আদ্রতা ৫৮%।",আলেপ্পো মুহাফাযার রাজধানী আলেপ্পোর মোট আয়তন কত ?,১৯০ বর্গ কিলোমিটার,no
bengali--2499563960676662329-1,গুরু নানক ১৪৬৯ সালের ১৫ই এপ্রিল লাহোরের নিকটে অবস্থিত রায় ভোয় কি তালবন্দী গ্রামে এক হিন্দু পরিবারে জন্মগ্রহণ করেন। বর্তমানে এই স্থানটি পাকিস্তানের নানকানা সাহিব নামে পরিচিত।[7][8] তার বাবার নাম ছিল মেহতা কল্যাণ দাস বেদী এবং মাতার নাম ছিল তৃপ্তা দেবী।[9] মেহতা কল্যাণ দাস বেদী একজন পাটোয়ারি ছিলেন যিনি গ্রামের মুসলিম জমিদার রায় বুল্লারের অধীনে চাকরি করতেন।[10],গুরু নানকের বাবার নাম কী ?,মেহতা কল্যাণ দাস বেদী,no
bengali--5685147746587075738-1,কম্পিউটার (computer) শব্দটি গ্রিক কম্পিউট (compute)শব্দ থেকে এসেছে। compute শব্দের অর্থ হিসাব বা গণনা করা। আর কম্পিউটার (computer) শব্দের অর্থ গণনাকারী যন্ত্র। কিন্তু এখন আর কম্পিউটারকে শুধু গণনাকারী যন্ত্র বলা যায় না। কম্পিউটার এমন এক যন্ত্র যা তথ্য গ্রহণ করে এবং বিভিন্ন প্রক্রিয়ার মাধ্যমে তা বিশ্লেষণ ও উপস্থাপন করে। সভ্যতার বিকাশ এবং বর্তমানে তার দ্রুত অগ্রগতির মূলে রয়েছে গণিত ও কম্পিউটারের প্রবল প্রভাব। বাংলাদেশে প্রথম কম্পিউটার আসে ১৯৬৪ সালে।,বাংলাদেশে প্রথম কোন সালে কম্পিউটার ব্যবহারের প্রচলন শুরু হয় ?,১৯৬৪,no
